Line,,,,,,,,
1 11,542U, 79084E  ,20123.04221559,-0.00000004,  00000-0,  81793-4 ,0,9994
2 11,542,74.0232, 94.2355 0019607,222.7838,199.5977,12.4903935,385,1455
1 11,543U, 79084F  ,20122.60537292,-0.00000008,  00000-0,  50537-4 ,0,9996
2 11,543,74.0224,166.9337 0019521,337.738,136.2333,12.4706416,984,8471
1 11,544U, 79084G  ,20122.78275271,-0.00000019, +00000-0, -25739-4 ,0,9991
2 11,544,74.0252,232.2452 0015133,88.8707,67.4657,12.4527146,584,5603
1 11,545U, 79084H  ,20122.89835395,0, +00000-0, +11361-3 ,0,9996
2 11,545,74.0231,309.2569 0026686,191.9263,277.427,12.431609,984,2499
1 11,573U, 79089A  ,20122.67413327,-0.00000007, +00000-0, +62898-5 ,0,9996
2 11,573,74.0677,212.8020 0015454,164.2069,195.9569,14.3661453,512,3460
1 11,585U, 79090A  ,20122.88769995,0.00000024,  00000-0,  88183-5 ,0,9992
2 11,585,82.9515, 52.6381 0027968,280.3522,142.5971,13.7695075,0 3,6978
1 11,605U, 79095A  ,20122.85489378,-0.00000037, +00000-0, -29553-4 ,0,9992
2 11,605,81.2106,247.2327 0013000,74.3548,285.9055,14.0708272,407,8638
1 11,667U, 80003A  ,20122.8747264,0.00000018,  00000-0,  27375-5 ,0,9995
2 11,667,82.9591, 28.9528 0032941,33.6764,34.1935,13.7346703,0 1,9581
1 11,680U, 80007A  ,20122.86203156,0.00000023,  00000-0,  80760-5 ,0,9990
2 11,680,82.9362, 26.6577 0038549,83.1197,346.6984,13.7364563,8 1,8262
1 11,691U, 80012A  ,20122.62120206,-0.00000016, +00000-0, -23766-5 ,0,9993
2 11,691,74.0192,163.8680 0048036,77.9056,41.3333,12.5685554,684,5247
1 11,692U, 80012B  ,20122.83394388,-0.0000002,  00000-0, -24840-4 ,0,9999
2 11,692,74.0203,249.3114 0039545,188.8654,286.407,12.5452576,784,2103
1 11,693U, 80012C  ,20122.90437668,-0.00000012, +00000-0, +28558-4 ,0,9997
2 11,693,74.0202,330.5547 0027764,284.2375,177.577,12.5230837,83,8634
1 11,694U, 80012D  ,20122.89744814,-0.0000002, +00000-0, -30159-4 ,0,9990
2 11,694,74.0237,051.5330 0017663,34.6949,32.1468,12.5008607,183,5427
1 11,695U, 80012E  ,20123.16481446,-0.00000004,  00000-0,  79188-4 ,0,9997
2 11,695,74.0179,136.9128 0011437,179.9312,243.6372,12.4773637,383,2193
1 11,696U, 80012F  ,20122.75715037,-0.00000021, +00000-0, -33396-4 ,0,9999
2 11,696,74.0217,231.1829 0022356,319.6928,40.2462,12.451345,882,8108
1 11,697U, 80012G  ,20122.99202087,0.00000005,  00000-0,  14841-3 ,0,9995
2 11,697,74.0199,318.6389 0029475,86.5619,65.6945,12.4270568,382,4801
1 11,698U, 80012H  ,20122.91904219,-0.00000012, +00000-0, +26437-4 ,0,9998
2 11,698,74.0232,059.2521 0045963,200.4937,227.0678,12.399137,682,116
1 11,735U, 80022A  ,20123.1255551,0.0000004,  00000-0,  25340-4 ,0,9993
2 11,735,82.9432,130.9800 0036787,121.3929,303.8003,13.749894,0 1,2966
1 11,745U, 80019G  ,20122.43425505,0.00104535, +72875-5, +51655-3 ,0,9998
2 11,745,63.2488,089.3929 0687327,61.058,305.7647,14.5427487,105,3513
1 11,750U, 80026A  ,20123.22247723,-0.00000083,  00000-0, -25083-5 ,0,9993
2 11,750,65.8423,224.6740 0029697,299.963,78.7359,13.7370837,7 1,523
1 11,765U, 80030A  ,20123.11075951,0.00000255,  00000-0,  23860-4 ,0,9993
2 11,765,66.0855,297.5063 0541955,35.5216,328.0723,14.3969229,5 5,7901
1 11,788U, 80034A  ,20123.14642183,-0.0000008,  00000-0,  89577-5 ,0,9997
2 11,788,64.8275,172.0636 0059887,243.5974,115.8935,13.9295921,0 3,7750
1 11,803U, 80039A  ,20123.03653727,0.00000029,  00000-0,  14455-4 ,0,9998
2 11,803,82.9446, 70.3712 0022295,354.5144,54.6815,13.7398797,3,2934
1 11,869U, 80056A  ,20122.64309343,0.00000014,  00000-0,  14365-4 ,0,9991
2 11,869,74.0454,167.8926 0014140,204.8722,155.1749,14.3364736,9 8,2306
1 11,875U, 80058A  ,20122.52592981,-0.00000007, +00000-0, +58104-4 ,0,9991
2 11,875,74.0156,151.8887 0050353,286.3422,233.9147,12.5716601,82,7081
1 11,876U, 80058B  ,20122.79862156,-0.00000021, +00000-0, -28730-4 ,0,9994
2 11,876,74.0187,233.7037 0038828,29.4238,85.7955,12.5490945,882,3867
1 11,877U, 80058C  ,20122.84334638,0.00000012, +00000-0, +17610-3 ,0,9992
2 11,877,74.0169,311.7866 0026770,118.0054,242.3711,12.5275977,982,752
1 11,878U, 80058D  ,20122.92153539,-0.00000027, +00000-0, -75088-4 ,0,9993
2 11,878,74.0216,030.4955 0016524,217.8532,213.24,12.5057599,981,7650
1 11,879U, 80058E  ,20122.46269175,-0.00000001, +00000-0, +10134-3 ,0,9998
2 11,879,74.0154,110.8517 0005092,328.8053,145.9172,12.4837041,329,3159
1 11,880U, 80058F  ,20122.67628229,-0.00000025, +00000-0, -67957-4 ,0,9995
2 11,880,74.0185,196.3718 0013124,160.2116,199.9444,12.4597267,281,877
1 11,881U, 80058G  ,20122.84818733,0, +00000-0, +11292-3 ,0,9997
2 11,881,74.0166,275.4475 0022491,279.6603,190.6079,12.437556,580,7667
1 11,882U, 80058H  ,20122.87290569,-0.0000001, +00000-0, +37348-4 ,0,9995
2 11,882,74.0201,007.7933 0036264,19.0826,53.1332,12.4116949,280,3920
1 11,962U, 80073A  ,20123.12750984,-0.00000035,  00000-0, -26615-4 ,0,9995
2 11,962,81.2201,115.3428 0035975,355.8354,4.2512,14.1059257,2 3,9519
1 11,971U, 80034D  ,20122.88944984,-0.00000069,  00000-0,  17186-4 ,0,9998
2 11,971,64.8328,278.6270 0034086,196.2573,317.9835,13.9686235,8 4,3596
1 12,087U, 80097A  ,20123.14579187,0.00000036,  00000-0,  21352-4 ,0,9998
2 12,87,82.945,330.6810 0056502,169.8941,325.47,13.7450633,797,6366
1 12,091U, 80099A  ,20122.83606191,0.00000013, +00000-0, -28418-5 ,0,9993
2 12,91,82.9439,220.5157 0033830,176.8189,304.5606,13.7450388,97,5384
1 12,107U, 80102A  ,20122.88886535,-0.00000002, +00000-0, +83166-4 ,0,9991
2 12,107,73.997,075.7380 0045213,149.5998,272.589,12.5860512,580,8136
1 12,108U, 80102B  ,20122.5881742,-0.00000011, +00000-0, +33728-4 ,0,9995
2 12,108,73.9923,166.0380 0032569,263.726,209.0509,12.5607862,980,4432
1 12,109U, 80102C  ,20122.86696793,0.00000002, +00000-0, +10997-3 ,0,9996
2 12,109,73.9919,100.7171 0041698,188.9623,217.7008,12.5787991,680,7099
1 12,110U, 80102D  ,20122.48243075,-0.00000007, +00000-0, +53940-4 ,0,9999
2 12,110,73.9906,129.5837 0037779,218.2943,296.3613,12.5709315,280,5916
1 12,111U, 80102E  ,20122.53462101,-0.00000008, +00000-0, +50158-4 ,0,9998
2 12,111,73.9919,158.6295 0033658,247.9938,266.7458,12.5628705,980,4767
1 12,112U, 80102F  ,20122.66664689,-0.00000022, +00000-0, -35560-4 ,0,9995
2 12,112,73.9938,185.2792 0030000,272.638,204.5784,12.555412,780,3680
1 12,113U, 80102G  ,20122.55063047,-0.00000007, +00000-0, +57826-4 ,0,9996
2 12,113,73.9911,144.9229 0035682,231.0513,251.2521,12.5666897,380,5206
1 12,114U, 80102H  ,20122.58292757,-0.00000013, +00000-0, +18760-4 ,0,9993
2 12,114,73.992,162.0195 0033160,253.2217,221.3223,12.5619051,180,4604
1 12,138U, 81003A  ,20122.83532895,0.00000506, +00000-0, +35123-4 ,0,9996
2 12,138,82.9544,165.6847 0710699,190.397,168.1828,13.9560451,495,6403
1 12,149U, 81006A  ,20122.74306757,-0.00000082, +00000-0, -22853-5 ,0,9995
2 12,149,65.8242,234.9627 0011040,187.5821,286.8167,13.7217241,96,7803
1 12,297U, 81013A  ,20123.07377387,0.00000042,  00000-0,  28265-4 ,0,9997
2 12,297,82.949,300.8912 0029415,315.9643,183.7374,13.7500884,561,2036
1 12,319U, 81021A  ,20122.63098854,-0.00000085, +00000-0, +36457-5 ,0,9992
2 12,319,64.9641,210.1546 0067656,274.7726,84.5611,13.8661359,498,4598
1 12,320U, 81022A  ,20122.51548981,0.00000001, +00000-0, +99853-4 ,0,9998
2 12,320,74.0265,130.4140 0052988,233.2739,296.5696,12.5823711,879,8441
1 12,321U, 81022B  ,20122.70091199,-0.00000027, +00000-0, -63515-4 ,0,9990
2 12,321,74.03,194.2640 0044843,314.495,207.6393,12.5644637,379,5877
1 12,322U, 81022C  ,20122.81253177,-0.00000014,  00000-0,  10271-4 ,0,9995
2 12,322,74.0294,254.2721 0034562,20.76,88.9072,12.5476811,179,3735
1 12,323U, 81022D  ,20122.71677178,-0.00000024, +00000-0, -59172-4 ,0,9991
2 12,323,74.0307,212.2780 0017629,150.1646,4.6359,12.4580183,678,677
1 12,324U, 81022E  ,20122.88309444,-0.00000003, +00000-0, +81629-4 ,0,9996
2 12,324,74.0279,313.7173 0025902,94.9188,11.5699,12.5308635,979,1106
1 12,325U, 81022F  ,20122.75761741,-0.00000015, +00000-0, +34949-5 ,0,9992
2 12,325,74.0329,012.5753 0017192,164.1177,251.672,12.5145015,978,8818
1 12,326U, 81022G  ,20122.89156218,-0.00000023, +00000-0, -45597-4 ,0,9995
2 12,326,74.0286,078.9142 0013294,277.7069,141.454,12.4955965,978,6129
1 12,327U, 81022H  ,20122.63711456,-0.00000004, +00000-0, +79221-4 ,0,9998
2 12,327,74.0261,140.8417 0006363,42.0891,94.0765,12.4781762,978,3550
1 12,388U, 81033A  ,20122.85948747,-0.00000289, +00000-0, -20864-4 ,0,9991
2 12,388,82.8763,225.4342 0661829,343.0535,14.9434,14.091083,395,4658
1 12,409U, 81037A  ,20122.31356295,-0.00000076,  00000-0,  12562-4 ,0,9990
2 12,409,64.7605,104.6059 0039888,218.4822,141.3394,13.9044727,98,1723
1 12,435U, 81037D  ,20122.83640921,-0.00000076, +00000-0, +12814-4 ,0,9998
2 12,435,64.7684,292.2230 0014992,212.9473,147.0657,13.9312899,998,4549
1 12,442U, 81041A  ,20122.44725579,0.00000015,  00000-0,  15059-4 ,0,9997
2 12,442,74.0519,126.1539 0010161,194.6198,165.466,14.3222379,1 3,5779
1 12,456U, 81043A  ,20123.12249119,-0.00000031,  00000-0, -24321-4 ,0,9993
2 12,456,81.2637,113.2878 0047555,352.9485,7.1011,14.1037144,8,3904
1 12,458U, 81044A  ,20123.06368486,0.0000003,  00000-0,  49811-4 ,0,9996
2 12,458,89.9119,114.9958 0014307,5.2689,62.1805,13.2301403,988,960
1 12,504U, 81053A  ,20123.11334905,0.00000047,  00000-0,  34484-4 ,0,9991
2 12,504,82.9569,116.8590 0038519,296.9297,62.7926,13.7432816,695,2169
1 12,551U, 81021C  ,20122.88731239,-0.00000079, +00000-0, +92619-5 ,0,9993
2 12,551,64.9656,317.8942 0054575,230.1913,129.4339,13.9049053,399,388
1 12,553U, 81059A  ,20123.16757071,-0.0000001,  00000-0,  18099-4 ,0,9994
2 12,553,99.086,142.7566 0011946,155.4311,204.7434,14.1727448,9,8056
1 12,585U, 81065A  ,20123.02804208,0.00000494,  00000-0,  24996-4 ,0,9994
2 12,585,97.5458,111.4777 0013592,337.5757,22.4883,15.2166625,712,1862
1 12,636U, 81074A  ,20122.85374371,-0.00000004, +00000-0, +77666-4 ,0,9994
2 12,636,74.0325,264.9371 0030255,98.5945,261.8533,12.4431656,376,116
1 12,637U, 81074B  ,20122.65712493,-0.0000002, +00000-0, -27605-4 ,0,9991
2 12,637,74.0328,182.9464 0017540,14.9501,102.2022,12.4667335,676,2788
1 12,638U, 81074C  ,20122.83594654,-0.00000005, +00000-0, +68197-4 ,0,9992
2 12,638,74.0327,262.2459 0025286,242.2574,229.8787,12.5468095,277,4186
1 12,639U, 81074D  ,20122.8820459,0.00000002, +00000-0, +11525-3 ,0,9993
2 12,639,74.0329,328.4861 0015098,319.4879,145.7043,12.5279214,77,1512
1 12,640U, 81074E  ,20122.92578083,-0.00000024, +00000-0, -55694-4 ,0,9993
2 12,640,74.037,037.0221 0004052,20.5283,49.6006,12.5084568,676,8845
1 12,641U, 81074F  ,20122.46277628,0.00000001, +00000-0, +11043-3 ,0,9996
2 12,641,74.0303,112.5133 0009041,260.904,214.5277,12.4870077,876,5767
1 12,642U, 81074G  ,20123.18316999,-0.00000021,  00000-0, -32283-4 ,0,9996
2 12,642,74.0335,191.1704 0035799,166.2488,255.7396,12.5667476,777,7289
1 12,643U, 81074H  ,20123.12650604,0.00000005,  00000-0,  12281-3 ,0,9990
2 12,643,74.0294,117.6903 0045463,73.4461,354.0073,12.5872627,878,171
1 12,645U, 81075A  ,20122.89078797,0.00000004, +00000-0, -42995-5 ,0,9990
2 12,645,81.217,262.5040 0064438,145.2184,215.323,14.1837286,800,2880
1 12,681U, 81077A  ,20122.71531517,0.00000027,  00000-0,  11792-4 ,0,9991
2 12,681,82.919,348.1295 0045058,49.3642,13.1667,13.7640226,294,4689
1 12,783U, 81081A  ,20123.15927702,-0.00000103,  00000-0, -12652-4 ,0,9996
2 12,783,65.1135,103.8118 0052277,254.2902,105.2389,13.8537967,295,7351
1 12,785U, 81082A  ,20122.93140547,0.00000596, +00000-0, +28036-4 ,0,9995
2 12,785,82.5005,114.6644 0001714,128.7461,252.7566,15.1767187,211,799
1 12,791U, 81084A  ,20122.86011161,0.00000012, +00000-0, +13687-4 ,0,9994
2 12,791,74.0299,010.0889 0018721,341.2403,18.8057,14.3409791,402,1942
1 12,803U, 81087A  ,20123.03172102,0.00000076,  00000-0,  49901-4 ,0,9992
2 12,803,82.9319,298.9706 0047125,116.9563,243.6425,13.8749694,633,2909
1 12,808U, 81081C  ,20122.8753039,-0.00000087, +00000-0, +17593-5 ,0,9995
2 12,808,65.1158,258.6974 0032139,229.6055,212.0364,13.8860281,396,1739
1 12,835U, 81091A  ,20122.89715771,0.00000027, +00000-0, +12105-4 ,0,9992
2 12,835,82.9233,038.7368 0026717,216.3285,212.375,13.7540985,793,8002
1 12,848U, 81094A  ,20122.92609757,0.00000464, +00000-0, +26718-4 ,0,9999
2 12,848,82.48,096.7590 0592363,239.6686,114.4652,14.2497729,293,8977
1 12,879U, 81098A  ,20123.13795122,0.00000011,  00000-0,  78406-5 ,0,9993
2 12,879,82.5986,158.1130 0006088,318.8388,94.4585,12.4235278,874,9969
1 12,975U, 81116A  ,20123.19754705,-0.00000022,  00000-0, -58003-4 ,0,9993
2 12,975,73.9848, 41.1637 0097196,251.6179,263.8186,12.2801354,872,2784
1 12,976U, 81116B  ,20122.88733215,-0.00000027, +00000-0, -96151-4 ,0,9993
2 12,976,73.9859,029.3695 0094758,241.9139,184.9074,12.2836733,272,3017
1 12,977U, 81116C  ,20123.14868976,-0.00000012,  00000-0,  33299-4 ,0,9994
2 12,977,73.9845, 17.8943 0093557,226.012,287.375,12.2869691,472,3729
1 12,978U, 81116D  ,20122.78427927,-0.00000019, +00000-0, -29162-4 ,0,9993
2 12,978,73.9852,002.5552 0090338,210.5314,214.5414,12.2917578,172,4121
1 12,979U, 81116E  ,20122.93009307,-0.00000001, +00000-0, +11979-3 ,0,9995
2 12,979,73.9833,344.1576 0087719,188.9343,284.2568,12.2970753,672,4898
1 12,980U, 81116F  ,20123.04185663,-0.00000001,  00000-0,  11922-3 ,0,9998
2 12,980,73.9823,330.8874 0085515,172.9541,299.1658,12.3010409,472,5693
1 12,981U, 81116G  ,20122.88575848,-0.00000016, +00000-0, -11809-4 ,0,9990
2 12,981,73.9797,306.5615 0082288,142.9682,322.435,12.3082358,370,6884
1 12,982U, 81116H  ,20122.88969118,-0.00000001, +00000-0, +11022-3 ,0,9997
2 12,982,73.9805,279.7336 0076626,116.9198,357.9054,12.3161484,672,7549
1 12,987U, 81117A  ,20122.87142591,-0.00000125, +00000-0, -10071-4 ,0,9992
2 12,987,82.5121,298.7929 0002580,225.72,134.3817,15.0805905,309,391
1 12,997U, 81120A  ,20122.90806126,0.00000023, +00000-0, +13874-3 ,0,9990
2 12,997,82.9612,065.5148 0057047,271.8507,155.3351,12.1582452,570,2872
1 12,998U, 81120B  ,20122.88599119,-0.000001, +00000-0, -13077-2 ,0,9991
2 12,998,82.9584,252.2808 0018662,20.0665,100.1442,12.0315602,868,5106
1 12,999U, 81120C  ,20122.76846646,0.00000091, +00000-0, +94797-3 ,0,9995
2 12,999,82.9632,221.7777 0014109,219.2478,255.9221,12.0527007,168,8039
1 13,000U, 81120D  ,20122.74598376,-0.0000009, +00000-0, -11295-2 ,0,9993
2 13,0,82.9649,200.1997 0019864,99.1929,18.2288,12.0688018,469,292
1 13,001U, 81120E  ,20122.84875238,0.00000107, +00000-0, +10886-2 ,0,9992
2 13,1,82.959,167.9277 0022573,316.1776,93.919,12.0890432,169,3097
1 13,002U, 81120F  ,20123.10900743,-0.00000014,  00000-0, -24725-3 ,0,9990
2 13,2,82.9566, 95.8519 0052757,37.2779,33.9872,12.138012,970,255
1 13,027U, 82001A  ,20122.89924404,0.00000028, +00000-0, +18202-4 ,0,9998
2 13,27,74.046,307.1893 0023165,85.9261,274.4539,14.3667577,500,6196
1 13,033U, 82003A  ,20123.15148196,-0.00000003,  00000-0, -18743-4 ,0,9998
2 13,33,82.9456, 17.8427 0031072,293.3345,220.6032,13.7323077,391,9423
1 13,065U, 82012A  ,20122.7282349,0.00000028,  00000-0,  14098-4 ,0,9996
2 13,65,82.9026,188.5884 0041913,282.2402,77.4062,13.7553041,991,7207
1 13,067U, 82013A  ,20122.76971194,0.00000665,  00000-0,  29057-4 ,0,9996
2 13,67,81.1868,349.2288 0002318,223.429,136.6759,15.2074515,2 8,7265
1 13,110U, 82024A  ,20122.99585382,0.00000066,  00000-0,  53498-4 ,0,9993
2 13,110,82.9205,277.9316 0029980,94.1085,28.5565,13.7400181,991,515
1 13,113U, 82025A  ,20122.91374525,0.00000041, +00000-0, +22987-4 ,0,9996
2 13,113,82.5386,080.9715 0018954,51.8468,0.9045,13.8539219,192,5840
1 13,127U, 82030A  ,20122.80664008,0.00000026,  00000-0,  11053-4 ,0,9998
2 13,127,82.9334, 19.5572 0031552,142.8476,280.9352,13.7380871,790,8340
1 13,148U, 82037A  ,20122.76225906,0.0000001, +00000-0, +13319-4 ,0,9993
2 13,148,74.0388,227.5318 0010044,224.5803,135.4541,14.3191683,198,4720
1 13,153U, 82039A  ,20122.85776039,0.00001964, +00000-0, +48476-4 ,0,9990
2 13,153,81.0918,054.5932 0003725,69.1599,291.0041,15.4000426,108,745
1 13,160U, 82040A  ,20122.75915022,-0.00000027, +00000-0, -61598-4 ,0,9997
2 13,160,74.0122,200.2814 0050449,285.5255,210.7117,12.5602229,174,1786
1 13,161U, 82040B  ,20122.88070635,-0.00000003, +00000-0, +84076-4 ,0,9993
2 13,161,74.0103,271.9378 0041734,18.3941,96.0624,12.5395269,73,8873
1 13,162U, 82040C  ,20122.8981926,0, +00000-0, +10241-3 ,0,9998
2 13,162,74.0125,339.6992 0030669,98.812,6.1502,12.5199966,873,7587
1 13,163U, 82040D  ,20122.89513854,-0.00000022, +00000-0, -37612-4 ,0,9997
2 13,163,74.0147,043.0494 0023111,183.3749,239.9636,12.5015819,845,8179
1 13,164U, 82040E  ,20123.15566941,0.00000002,  00000-0,  11910-3 ,0,9991
2 13,164,74.0089,111.4049 0014910,279.077,154.1708,12.4817085,573,1189
1 13,165U, 82040F  ,20123.13051001,-0.00000019,  00000-0, -23967-4 ,0,9992
2 13,165,74.0109,181.3812 0017564,39.6125,335.8799,12.4612118,572,8341
1 13,166U, 82040G  ,20122.80830204,-0.00000012,  00000-0,  27904-4 ,0,9993
2 13,166,74.0113,250.1558 0019324,156.7967,317.0426,12.4412352,672,5536
1 13,167U, 82040H  ,20122.92491616,-0.00000003, +00000-0, +95784-4 ,0,9998
2 13,167,74.0116,327.6189 0032517,248.9462,219.2385,12.4185316,372,2227
1 13,175U, 82043A  ,20123.05842705,-0.00000068,  00000-0,  17158-4 ,0,9994
2 13,175,65.0683,279.2169 0041669,109.7573,14.1142,13.8961354,192,9342
1 13,241U, 82051A  ,20123.13122982,0.00000012,  00000-0,  14243-4 ,0,9994
2 13,241,74.0455,  5.9901 0014132,293.0123,66.9537,14.3171554,897,9609
1 13,243U, 82052A  ,20123.07885091,-0.00000072,  00000-0,  15792-4 ,0,9994
2 13,243,64.9026,322.1235 0051634,265.2817,94.2345,13.8596817,733,6475
1 13,259U, 82055A  ,20122.86343267,0.00000038,  00000-0,  10930-3 ,0,9993
2 13,259,65.8319,255.3316 0027077,225.8846,133.9994,13.8314783,290,4558
1 13,271U, 82059A  ,20122.86187308,0.00000745, +00000-0, +30336-4 ,0,9991
2 13,271,82.4666,239.4660 0006136,211.3815,148.7056,15.2289354,106,9416
1 13,301U, 82066A  ,20122.81598934,0.00000018, +00000-0, +37829-5 ,0,9997
2 13,301,82.9347,216.4496 0026157,313.8636,165.7521,13.6868482,788,9641
1 13,353U, 82069A  ,20122.66121507,0.00000038, +00000-0, +22840-4 ,0,9996
2 13,353,82.9609,322.5580 0038253,204.6395,155.2936,13.7638911,89,9158
1 13,367U, 82072A  ,20123.19695234,0.00000455,  00000-0,  26963-4 ,0,9990
2 13,367,98.1843, 30.2794 0011849,221.8387,299.8153,15.1707055,8 4,4165
1 13,375U, 82073A  ,20122.54190779,-0.00000009, +00000-0, +42990-4 ,0,9996
2 13,375,74.0126,156.5347 0052495,327.2111,142.9567,12.574642,973,4260
1 13,376U, 82073B  ,20122.75729152,-0.00000026, +00000-0, -63053-4 ,0,9996
2 13,376,74.0156,228.9260 0041559,59.2677,94.6498,12.5536019,73,1388
1 13,377U, 82073C  ,20122.92121247,0.00000008, +00000-0, +15009-3 ,0,9992
2 13,377,74.0132,298.7956 0030516,137.0481,330.9194,12.5333534,972,8605
1 13,378U, 82073D  ,20122.86816313,-0.00000013, +00000-0, +20647-4 ,0,9993
2 13,378,74.0177,005.4931 0021063,217.7229,215.8912,12.5139205,672,5943
1 13,379U, 82073E  ,20123.21370347,-0.00000009,  00000-0,  47044-4 ,0,9991
2 13,379,74.0154, 75.1663 0009978,296.0528,169.178,12.4934917,940,9429
1 13,380U, 82073F  ,20122.55640623,-0.00000008, +00000-0, +55578-4 ,0,9996
2 13,380,74.0118,148.4028 0007672,111.0442,5.9425,12.4722544,72,140
1 13,381U, 82073G  ,20122.73046413,-0.00000015, +00000-0, +44421-5 ,0,9998
2 13,381,74.0148,218.5790 0014178,252.3639,221.6126,12.4515359,171,7321
1 13,382U, 82073H  ,20122.90704753,0.00000006,  00000-0,  15923-3 ,0,9998
2 13,382,74.0131,297.4572 0026945,333.4142,133.7912,12.4282852,371,4383
1 13,416U, 82052D  ,20123.16437582,-0.00000099,  00000-0, -63060-5 ,0,9996
2 13,416,64.9029, 75.6846 0031472,234.0193,219.5144,13.8990491,792,6196
1 13,492U, 82087A  ,20123.10264844,-0.00000094,  00000-0,  25065-4 ,0,9997
2 13,492,44.6143,131.7312 0012383,284.1276,101.275,13.709992,888,5856
1 13,552U, 82092A  ,20122.65346876,0.0000085, +00000-0, +29905-4 ,0,9991
2 13,552,82.5657,324.9103 0016592,302.9111,57.0531,15.2775304,205,6900
1 13,589U, 82096A  ,20122.86453795,0.00000009, +00000-0, -85982-5 ,0,9992
2 13,589,82.6137,041.8356 0006639,146.3515,273.8811,12.4231135,670,6147
1 13,594U, 82043D  ,20123.16525089,-0.00000096,  00000-0, -44483-5 ,0,9998
2 13,594,65.0703, 54.9244 0039981,41.4415,318.967,13.9313497,293,4464
1 13,600U, 82099A  ,20123.21880781,-0.00000078,  00000-0,  10571-4 ,0,9995
2 13,600,64.8128, 96.5474 0069091,318.6023,127.0957,13.8621891,188,9831
1 13,617U, 82102A  ,20122.5228024,0.0000005, +00000-0, +36200-4 ,0,9991
2 13,617,82.9649,112.0296 0034002,194.2642,283.0694,13.753695,888,3408
1 13,648U, 82109A  ,20123.05015118,0.00000012,  00000-0,  13989-4 ,0,9998
2 13,648,73.9939,327.3982 0020882,237.461,122.4524,14.3385191,995,9132
1 13,653U, 82099E  ,20122.81023243,-0.000001, +00000-0, -70302-5 ,0,9996
2 13,653,64.828,228.9313 0056104,263.8261,180.1337,13.9008903,190,8431
1 13,718U, 82116A  ,20123.12747805,0.00000049,  00000-0,  18337-4 ,0,9999
2 13,718,81.2527, 23.5487 0052325,231.5498,128.0974,14.1546666,493,67
1 13,736U, 82118A  ,20122.5359855,0.00000011, +00000-0, +21237-4 ,0,9998
2 13,736,98.5825,309.0201 0008569,61.2061,298.998,14.2932716,494,5257
1 13,757U, 83001A  ,20122.93207396,0.0000004,  00000-0,  24906-4 ,0,9990
2 13,757,82.9102,271.6674 0035108,22.394,97.9478,13.7685045,687,4106
1 13,761U, 83002A  ,20122.92582022,0.00000009, +00000-0, +17571-3 ,0,9991
2 13,761,74.0224,284.4951 0033215,213.4983,262.8739,12.4340108,869,2304
1 13,762U, 83002B  ,20123.17449316,-0.00000026,  00000-0, -70248-4 ,0,9990
2 13,762,74.0248,207.4833 0019798,135.4129,247.0305,12.4568691,469,5672
1 13,763U, 83002C  ,20123.17638192,-0.00000004,  00000-0,  80265-4 ,0,9998
2 13,763,74.0206,139.5337 0011171,21.342,43.6604,12.4771014,169,8447
1 13,764U, 83002D  ,20122.89875483,-0.00000012, +00000-0, +23487-4 ,0,9995
2 13,764,74.0253,068.1993 0003332,212.9874,202.3671,12.4984704,370,1319
1 13,765U, 83002E  ,20122.80627001,-0.00000013, +00000-0, +16992-4 ,0,9992
2 13,765,74.0263,358.4907 0013371,101.3418,328.223,12.5190833,270,4101
1 13,766U, 83002F  ,20122.87651833,0.00000004, +00000-0, +12561-3 ,0,9996
2 13,766,74.0224,295.1429 0023274,19.9181,145.1692,12.5378009,170,6651
1 13,767U, 83002G  ,20122.7944741,-0.00000024, +00000-0, -48933-4 ,0,9999
2 13,767,74.0248,230.7939 0034504,310.3497,167.8317,12.5566976,270,8969
1 13,768U, 83002H  ,20122.61225263,-0.00000018, +00000-0, -85470-5 ,0,9992
2 13,768,74.0221,161.9249 0044251,221.8817,305.4436,12.5769722,71,1689
1 13,770U, 83003A  ,20122.84828552,0.00008877, +00000-0, +93447-4 ,0,9992
2 13,770,81.1564,287.4328 0003851,105.7708,254.3971,15.6409049,504,9641
1 13,777U, 83004A  ,20123.12334593,-0.00000225,  00000-0, -12210-3 ,0,9998
2 13,777,98.9521,306.8156 0021077,35.7026,324.5544,14.004142,57,3468
1 13,844U, 83008E  ,20123.07605091,0.00001379,  00000-0,  11948-3 ,0,9991
2 13,844,63.2967,311.4913 0904435,94.5564,275.9214,13.5551795,2 5,3556
1 13,845U, 83008F  ,20123.03712271,0.0000142,  00000-0,  12200-3 ,0,9996
2 13,845,63.2964,306.8652 0902769,94.8465,275.6115,13.5598938,8 3,9460
1 13,874U, 83008H  ,20122.86212705,0.00001535, +00000-0, +11985-3 ,0,9991
2 13,874,63.2916,307.0242 0912205,93.7998,276.7678,13.5628931,904,5902
1 13,916U, 83021A  ,20122.77166529,0.0000002,  00000-0,  54174-5 ,0,9992
2 13,916,82.9485,216.7666 0036640,316.5895,153.8411,13.7509259,486,1810
1 13,923U, 83022A  ,20123.05630696,0.00000009,  00000-0,  21020-4 ,0,9994
2 13,923,98.6168,108.8390 0014525,326.2965,33.7292,14.2870066,393,1801
1 13,949U, 83023A  ,20122.99537579,0.00000049,  00000-0,  34718-4 ,0,9993
2 13,949,82.9536,290.7308 0028439,256.835,218.1849,13.758962,86,2397
